ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
130,Dimension and basis construction for analysis-suitable G1 two-patch parameterizations,"['G Sangalli', 'M Kapl', 'T Takacs']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=14918900334089111532&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 52, 75-89"
131,The Role of Explicit Knowledge: A Conceptual Model of Knowledge-Assisted Visual Analytics,"['A Rind', 'M Wagner', 'W Aigner', 'S Miksch', 'A Amor-Amorós', 'P Federico']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=9369116190595659499&btnI=1&nossl=1&hl=en&oe=ASCII,"2017 IEEE Conference on Visual Analytics Science and Technology (VAST), 92-103"
132,Using Augmented Reality to Elicit Pretend Play for Children with Autism,"['G Coulouris', 'Z Bai', 'AF Blackwell']",,,,,80,,http://scholar.google.com/scholar?oi=bibs&cluster=7372689225013317500&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization & Computer Graphics, 598-610"
133,Real-time high-fidelity facial performance capture,"['C Cao', 'K Zhou', 'T Beeler', 'D Bradley']",,,,,170,,http://scholar.google.com/scholar?oi=bibs&cluster=1905984625682048388&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-9"
134,ColorCAT: Guided Design of Colormaps for Combined Analysis Tasks.,"['F Stoffel', 'D Jäckle', 'S Mittelstädt', 'DA Keim']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=4800272801269109033&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 115-119"
135,Urban data visualisation in a web browser.,"['G Gesquière', 'J Gaillard', 'A Peytavie', 'A Vienne', 'R Baume', 'F Pedrinis']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=15260217713735272680&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 81-88"
136,Extending Dimensions in Radviz based on mean shift,"['Y Zhao', 'Y Shi', 'Y Huang', 'W Huang', 'F Zhou', 'J Li']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=13964602366702102103&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 111-115"
137,Orientation analysis of 3D objects toward minimal support volume in 3D-printing,"['F Massarwi', 'B Ezair', 'G Elber']",,,,,45,,http://scholar.google.com/scholar?oi=bibs&cluster=13987618857295066256&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 51, 117-124"
138,TargetVue: Visual Analysis of Anomalous User Behaviors in Online Communication Systems,"['YR Lin', 'C Shi', 'J Lu', 'S Lin', 'CY Lin', 'N Cao']",,,,,79,,http://scholar.google.com/scholar?oi=bibs&cluster=10661211343752945086&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 280-289"
139,MAVE: Maze‐based immersive virtual environment for new presence and experience,"['J Lee', 'K Jeong', 'J Kim']",,,,,25,,http://scholar.google.com/scholar?oi=bibs&cluster=827343090239412027&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 28 (3-4), e1756"
140,Matrix Reordering Methods for Table and Network Visualization,"['N Henry Riche', 'B Bach', 'M Behrisch', 'T Schreck', 'JD Fekete']",,,,,104,,http://scholar.google.com/scholar?oi=bibs&cluster=8719022971065098345&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (3), 693-716"
141,Emotion control of unstructured dance movements,"['KK Yin', 'E Stavrakis', 'Q Zeng', '...', 'D Cohen-Or', 'A Aristidou', 'Y Chrysanthou']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=3764230382847918872&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation …
142,Distinctive 2D and 3D features for automated large-scale scene analysis in urban areas,"['B Jutzi', 'S Hinz', 'C Mallet', 'M Weinmann', 'S Urban']",,,,,71,,http://scholar.google.com/scholar?oi=bibs&cluster=18377929553053370235&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 49, 47-57"
143,Presentation-Oriented Visualization Techniques,['R Kosara'],,,,,37,,http://scholar.google.com/scholar?oi=bibs&cluster=5127899109189495282&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 36 (1), 80-85"
144,Steering data quality with visual analytics: The complexity challenge,"['C Shi', 'N Cao', 'Y Wu', 'S Hong', 'YS Wang', 'L Jiang', 'G Andrienko', 'S Liu']",,,,,11,,http://scholar.google.com/scholar?oi=bibs&cluster=8532678406794185297&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 2 (4), 191-197"
145,A new basis for PHT-splines,"['J Deng', 'F Chen', 'J Xu', 'H Kang']",,,,,16,,http://scholar.google.com/scholar?oi=bibs&cluster=16411146935793632320&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 82, 149-159"
146,Registration of multiview point clouds for application to ship fabrication,"['SI Choi', 'SH Kim', 'DH Yun', 'KH Ko']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=9776864463247923300&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 90, 1-12"
147,EventAction: Visual analytics for temporal event sequence recommendation,"['N Spring', 'C Plaisant', 'F Du', 'B Shneiderman']",,,,,51,,http://scholar.google.com/scholar?oi=bibs&cluster=15268352982100409955&btnI=1&nossl=1&hl=en&oe=ASCII,"2016 IEEE Conference on Visual Analytics Science and Technology (VAST), 61-70"
148,Reconstruction of Personalized 3D Face Rigs from Monocular Video,"['K Varanasi', 'P Garrido', 'P Pérez', 'M Zollhöfer', 'D Casas', '...', 'L Valgaerts']",,,,,111,,http://scholar.google.com/scholar?oi=bibs&cluster=5601607972354080538&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (3), 1-15"
149,Teleportation without Spatial Disorientation Using Optical Flow Cues,"['J Bhandari', 'P MacNeilage', 'E Folmer']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=4122856997732278446&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 44th Graphics Interface Conference, 162-167"
150,Dyna: a model of dynamic human shape in motion,"['N Mahmood', 'MJ Black', 'J Romero', 'G Pons-Moll']",,,,,175,,http://scholar.google.com/scholar?oi=bibs&cluster=6443376918706558551&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-14"
151,Characterizing Visualization Insights from Quantified Selfers' Personal Data Presentations,"['EK Choe', 'B Lee']",,,,,76,,http://scholar.google.com/scholar?oi=bibs&cluster=6738129314435741955&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (4), 28-37"
152,Patterns and Sequences: Interactive Exploration of Clickstreams to Understand Common Visitor Paths,"['Z Liu', 'S Walker', 'A Wilson', 'Y Wang', 'M Hoffman', 'M Dontcheva']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=13600436068446456463&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 321-330"
153,Interactive reconstruction of Monte Carlo image sequences using a recurrent denoising autoencoder,"['A Lefohn', 'C Schied', '...', 'M Salvi', 'CRA Chaitanya', 'AS Kaplanyan']",,,,,111,,http://scholar.google.com/scholar?oi=bibs&cluster=12446307758832874124&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-12"
154,SmartAdP: Visual Analytics of Large-scale Taxi Trajectories for Selecting Billboard Locations,"['Y Zheng', 'Y Wu', 'D Weng', 'J Bao', 'Y Li', 'H Qu', 'D Liu']",,,,,90,,http://scholar.google.com/scholar?oi=bibs&cluster=15448076781010955693&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 1-10"
155,"Massive point cloud data management: Design, implementation and execution of a point cloud benchmark","['M Ivanova', 'M Horhammer', '...', 'O Martinez-Rubi', 'P van Oosterom', 'D Geringer']",,,,,84,,http://scholar.google.com/scholar?oi=bibs&cluster=12132810184797517475&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 49, 92-125"
156,Towards browsing repositories of spatially oriented historic photographic images in 3D web environments.,"['F Niebling', 'ME Latoschik', 'K Friedrichs', 'F Maiwald', 'M Wacker', 'J Bruschke']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=14255209006355066110&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 18:1-18:6"
157,Let there be color! joint end-to-end learning of global and local image priors for automatic image colorization with simultaneous classification,"['H Ishikawa', 'S Iizuka', 'E Simo-Serra']",,,,,441,,http://scholar.google.com/scholar?oi=bibs&cluster=4026508573879890478&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-11"
158,Mesh saliency via ranking unsalient patches in a descriptor space,"['S Li', 'P Tao', 'J Cao', 'L Liu', 'X Liu']",,,,,30,,http://scholar.google.com/scholar?oi=bibs&cluster=638272102216859387&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 46, 264-274"
159,Moment shadow mapping.,"['C Peters', 'R Klein']",,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=7214546627478238833&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 7-14"
160,NARI: Natural Augmented Reality Interface,"['R Nóbrega', 'G Jacucci', 'A Coelho', 'D Cabral']",,,,,12,,http://scholar.google.com/scholar?oi=bibs&cluster=14606928690947443930&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 10th International Conference on Computer Graphics Theory …
161,Gaze-based interaction: A 30 year retrospective,['AT Duchowski'],,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=11692354730699839144&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 73, 59-69"
162,Attribute-driven edge bundling for general graphs with applications in trail analysis,"['A Telea', 'C Hurter', 'V Peysakhovich']",,,,,55,,http://scholar.google.com/scholar?oi=bibs&cluster=17097615402994599034&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 39-46"
163,Jointly Optimized Regressors for Image Super‐resolution,"['L Van Gool', 'D Dai', 'R Timofte']",,,,,137,,http://scholar.google.com/scholar?oi=bibs&cluster=12455994668994664895&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (2), 95-104"
164,BundleFusion: Real-Time Globally Consistent 3D Reconstruction Using On-the-Fly Surface Reintegration,"['S Izadi', 'A Dai', 'M Zollhöfer', 'M Nießner', 'C Theobalt']",,,,,318,,http://scholar.google.com/scholar?oi=bibs&cluster=12844178598905150834&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1"
165,Can twitter really save your life? A case study of visual social media analytics for situation awareness,"['T Ertl', 'D Thom', 'U Bechstedt', 'A Platz', 'B Volland', 'J Zisgen', 'R Krüger']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=17825316928322472025&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 183-190"
166,Fast decompression for web-based view-dependent 3D rendering.,"['F Ponchio', 'M Dellepiane']",,,,,34,,http://scholar.google.com/scholar?oi=bibs&cluster=1443115247339666113&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 199-207"
167,Phasor Imaging: A Generalization of Correlation-Based Time-of-Flight Imaging,"['M Gupta', 'MB Hullin', 'SK Nayar', 'J Martin']",,,,,88,,http://scholar.google.com/scholar?oi=bibs&cluster=16471648547493406400&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (5), 1-18"
168,Diffusion Modelling Tool (DMT) for the analysis of Diffusion Weighted Imaging (DWI) Magnetic Resonance Imaging (MRI) data.,"['K Nikiforaki', 'GC Manikis', 'N Papanikolaou', 'K Marias']",,,,,11,,http://scholar.google.com/scholar?oi=bibs&cluster=9821074341341302817&btnI=1&nossl=1&hl=en&oe=ASCII,"CGI (Short Papers), 97-100"
169,Database‐Assisted Object Retrieval for Real‐Time 3D Reconstruction,"['L Guibas', 'M Nießner', 'Y Li', 'A Dai']",,,,,100,,http://scholar.google.com/scholar?oi=bibs&cluster=5078959095625747081&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (2), 435-446"
170,ChartAccent: Annotation for data-driven storytelling,"['B Lee', 'M Brehmer', 'EK Choe', 'T Höllerer', 'D Ren']",,,,,38,,http://scholar.google.com/scholar?oi=bibs&cluster=9839272186231504324&btnI=1&nossl=1&hl=en&oe=ASCII,"2017 IEEE Pacific Visualization Symposium (PacificVis), 230-239"
171,Ray tracing within a data parallel framework,"['H Childs', 'JS Meredith', 'PA Navrátil', 'M Larsen']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=7495072548170427790&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 279-286"
172,Real-time EEG-based emotion monitoring using stable features,"['L Wang', 'Z Lan', 'O Sourina', 'Y Liu']",,,,,88,,http://scholar.google.com/scholar?oi=bibs&cluster=3383804992352585143&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 32 (3), 347-358"
173,State‐of‐the‐Art in GPU‐Based Large‐Scale Volume Visualization,"['H Pfister', 'M Hadwiger', 'J Beyer']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=10148000910960615492&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (8), 13-37"
174,Small MultiPiles: Piling Time to Explore Temporal Patterns in Dynamic Networks,"['T Madhyastha', 'B Bach', 'JD Fekete', 'T Dwyer', 'N Henry‐Riche', 'T Grabowski']",,,,,68,,http://scholar.google.com/scholar?oi=bibs&cluster=11116957589183752248&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (3), 31-40"
175,Additive light field displays: realization of augmented reality with holographic optical elements,"['B Lee', 'S Lee', 'J Cho', 'C Jang', 'S Moon']",,,,,93,,http://scholar.google.com/scholar?oi=bibs&cluster=15976834305819810898&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-13"
176,Multi-resolution terrain rendering with GPU tessellation,"['JH Han', 'HY Kang', 'CS Cho', 'H Jang']",,,,,28,,http://scholar.google.com/scholar?oi=bibs&cluster=9455159161408950654&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (4), 455-469"
177,A Taxonomy and Survey of Dynamic Graph Visualization,"['S Diehl', 'D Weiskopf', 'M Burch', 'F Beck']",,,,,171,,http://scholar.google.com/scholar?oi=bibs&cluster=12355477852375322385&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (1), 133-159"
178,Visual exploration of movement and event data with interactive time masks,"['JMC Garcia', 'C Claramunt', 'N Andrienko', 'E Camossi', 'G Andrienko', '...']",,,,,12,,http://scholar.google.com/scholar?oi=bibs&cluster=1092400714537723130&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 1 (1), 25-39"
179,DeepEyes: Progressive Visual Analytics for Designing Deep Neural Networks,"['E Eisemann', 'A Vilanova', 'N Pezzotti', 'T Höllt', 'BPF Lelieveldt', 'J Van Gemert']",,,,,89,,http://scholar.google.com/scholar?oi=bibs&cluster=7591033387848629831&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (1), 98-108"
180,Visual Analytics for MOOC Data,"['H Qu', 'Q Chen']",,,,,44,,http://scholar.google.com/scholar?oi=bibs&cluster=5404368565612835669&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (6), 69-75"
181,Automated Aesthetic Analysis of Photographic Images.,"['M Gross', 'TO Aydın', 'A Smolic']",,,,,86,,http://scholar.google.com/scholar?oi=bibs&cluster=17029344306555716049&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE transactions on visualization and computer graphics 21 (1), 31-42"
182,"State of the Art on Monocular 3D Face Reconstruction, Tracking, and Applications","['T Beeler', 'P Garrido', 'P Pérez', 'M Zollhöfer', 'J Thies', '...', 'D Bradley']",,,,,71,,http://scholar.google.com/scholar?oi=bibs&cluster=4895329394395951757&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 37 (2), 523-550"
183,Nitsche method for isogeometric analysis of Reissner–Mindlin plate with non-conforming multi-patches,"['G Zhao', 'X Du', 'W Wang']",,,,,26,,http://scholar.google.com/scholar?oi=bibs&cluster=822575949873177993&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 35, 121-136"
184,"The Impact of Avatar Personalization and Immersion on Virtual Body Ownership, Presence, and Emotional Response","['D Roth', 'T Waltemate', 'ME Latoschik', 'D Gall', 'M Botsch']",,,,,75,,http://scholar.google.com/scholar?oi=bibs&cluster=6160877906791624651&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (4), 1643-1652"
185,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics","['DA Keim', 'G Ellis', 'BC Kwon', 'H Senaratne', 'D Sacha']",,,,,138,,http://scholar.google.com/scholar?oi=bibs&cluster=17954086984153913604&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 240-249"
186,The State of the Art in HDR Deghosting: A Survey and Evaluation,"['OT Tursun', 'A Erdem', 'AO Akyüz', 'E Erdem']",,,,,61,,http://scholar.google.com/scholar?oi=bibs&cluster=4050348994012508954&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (2), 683-707"
187,Characterizing Guidance in Visual Analytics,"['M Streit', 'D Ceneda', '...', 'HJ Schulz', 'S Miksch', 'T Gschwandtner', 'T May']",,,,,86,,http://scholar.google.com/scholar?oi=bibs&cluster=17328152318838622773&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 111-120"
188,FFTEB: Edge bundling of huge graphs by the Fast Fourier Transform,"['A Telea', 'A Lhuillier', 'C Hurter']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=7454459879704124937&btnI=1&nossl=1&hl=en&oe=ASCII,"2017 IEEE Pacific Visualization Symposium (PacificVis), 190-199"
189,Survey on sparsity in geometric modeling and processing,"['L Xu', 'J Deng', 'Z Yang', 'R Wang', 'J Zhang', 'F Chen', 'L Liu']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=12867817173363673523&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 82, 160-180"
190,"webVis/instant3DHub: visual computing as a service infrastructure to deliver adaptive, secure and scalable user centric data visualisation.","['J Champeau', 'M Thöner', 'C Jeulin', 'J Behr', 'C Stein', '...', 'C Mouton', 'S Parfouru']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=15517911700683901633&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 39-47"
191,Environment optimization for crowd evacuation,"['P Faloutsos', 'M Usman', 'M Kapadia', 'B Haworth', 'G Berseth']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=8657047661095928155&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 26 (3-4), 377-386"
192,A Natural Interface for Remote Operation of Underwater Robots,"['PJ Sanz', 'B Patrão', 'J Dias', 'JC García', 'J Pérez', 'L Almeida', 'P Menezes']",,,,,35,,http://scholar.google.com/scholar?oi=bibs&cluster=4352365389777363535&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 37 (1), 34-43"
193,SlidAR: A 3D positioning method for SLAM-based handheld augmented reality,"['H Kato', 'A Dey', 'T Taketomi', 'G Yamamoto', 'J Polvi', 'C Sandor']",,,,,42,,http://scholar.google.com/scholar?oi=bibs&cluster=15182468261507848639&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 55, 33-43"
194,Model-driven indoor scenes modeling from a single image,"['Z Liu', 'Y Zhang', 'Z Sun', 'W Wu', 'K Liu']",,,,,16,,http://scholar.google.com/scholar?oi=bibs&cluster=7609622066006089106&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 41st Graphics Interface Conference, 25-32"
195,"Penny pincher: a blazing fast, highly accurate $-family recognizer","['JJ LaViola Jr', 'EM Taranta']",,,,,16,,http://scholar.google.com/scholar?oi=bibs&cluster=12656902367737091046&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 41st Graphics Interface Conference, 195-202"
196,Testing the rehearsal hypothesis with two FastTap interfaces,"['C Gutwin', 'A Cockburn', 'B Lafreniere']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=11634115639974613328&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 41st Graphics Interface Conference, 223-231"
197,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,"['S van den Elzen', 'D Holten', 'J Blaas', 'JJ van Wijk']",,,,,103,,http://scholar.google.com/scholar?oi=bibs&cluster=10462641570833677759&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 1-10"
198,RAPter: rebuilding man-made scenes with regular arrangements of planes,"['N Mellado', 'A Monszpart', 'GJ Brostow', 'NJ Mitra']",,,,,101,,http://scholar.google.com/scholar?oi=bibs&cluster=4673735347993717080&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-12"
199,Visualizing the Hidden Activity of Artificial Neural Networks,"['SG Fadel', 'AX Falcão', 'AC Telea', 'PE Rauber']",,,,,162,,http://scholar.google.com/scholar?oi=bibs&cluster=16786127855924369097&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 101-110"
200,Diegetic cues for guiding the viewer in cinematic virtual reality,"['H Hußmann', 'S Rothe', 'M Allary']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=16048992621043802774&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and …
201,Open3D: crowd-sourced distributed curation of city models.,"['NJ Mitra', 'P Guerrero', 'A Steed', 'Z Lu']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=11898115044620137688&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 87-94"
202,Using glTF for streaming CityGML 3D city models.,"['C Nagel', 'J Bolling', 'A Schilling']",,,,,29,,http://scholar.google.com/scholar?oi=bibs&cluster=10403146233934416454&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 109-116"
203,Phase-functioned neural networks for character control,"['J Saito', 'T Komura', 'D Holden']",,,,,184,,http://scholar.google.com/scholar?oi=bibs&cluster=8592601530343805652&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-13"
204,3D Mesh Labeling via Deep Convolutional Neural Networks,"['K Guo', 'X Chen', 'D Zou']",,,,,127,,http://scholar.google.com/scholar?oi=bibs&cluster=4207624916198286140&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (1), 1-12"
205,Divergence-free smoothed particle hydrodynamics,"['D Koschier', 'J Bender']",,,,,67,,http://scholar.google.com/scholar?oi=bibs&cluster=10695398008698152111&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
206,Fast generation of realistic virtual humans,"['M Botsch', 'T Waltemate', 'ME Latoschik', 'J Achenbach']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=1379203018213681005&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and …
207,"Efficient and precise interactive hand tracking through joint, continuous optimization of pose and correspondences","['T Sharp', '...', 'J Taylor', 'C Keskin', 'T Cashman', 'E Soto', 'L Bordeaux', 'B Corish']",,,,,184,,http://scholar.google.com/scholar?oi=bibs&cluster=4964704387385826340&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-12"
208,Assessing Knowledge Retention of an Immersive Serious Game vs. a Traditional Education Method in Aviation Safety,"['F Buttussi', 'L Chittaro']",,,,,145,,http://scholar.google.com/scholar?oi=bibs&cluster=1763982911870087324&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 21 (4), 529-538"
209,Efficient maximal Poisson-disk sampling and remeshing on surfaces,"['J Guo', 'X Zhang', 'X Jia', 'DM Yan']",,,,,34,,http://scholar.google.com/scholar?oi=bibs&cluster=6308401754835424400&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 46, 72-79"
210,Virtual cutting of deformable objects based on efficient topological operations,"['S Cotin', 'L Untereiner', 'H Courtecuisse', 'D Cazier', 'CJ Paulus']",,,,,34,,http://scholar.google.com/scholar?oi=bibs&cluster=329960151077409052&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (6-8), 831-841"
211,OSPRay-A CPU Ray Tracing Framework for Scientific Visualization,"['J Jeffers', 'I Wald', 'A Knoll', 'GP Johnson', 'C Brownlee', 'J Amstutz', '...', 'J Günther']",,,,,106,,http://scholar.google.com/scholar?oi=bibs&cluster=7152069103145516502&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 931-940"
212,Efficient Sparse ICP,"['P Mavridis', 'G Papaioannou', 'A Andreadis']",,,,,43,,http://scholar.google.com/scholar?oi=bibs&cluster=4490678920820093813&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 35, 16-26"
213,Design Challenges and Opportunities for Eco-Feedback in the Home,['L Bartram'],,,,,38,,http://scholar.google.com/scholar?oi=bibs&cluster=14187342842599078672&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (4), 52-62"
214,Exploiting analysis history to support collaborative data analysis,"['A Sarvghad', 'M Tory']",,,,,18,,http://scholar.google.com/scholar?oi=bibs&cluster=577659387751399574&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 41st Graphics Interface Conference, 123-130"
215,VIAL: a unified process for visual interactive labeling,"['J Bernard', 'M Zeppelzauer', 'W Aigner', 'M Sedlmair']",,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=3945546928033101410&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 34 (9), 1189-1207"
216,Natural language interfaces for data analysis with visualization: considering what has and could be asked,"['J Stasko', 'A Srinivasan']",,,,,25,,http://scholar.google.com/scholar?oi=bibs&cluster=639411694583574437&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the Eurographics/IEEE VGTC Conference on Visualization: Short …
217,"Directional Field Synthesis, Design, and Processing","['M Campen', 'A Vaxman', 'O Diamanti', '...', 'D Bommes', 'D Panozzo']",,,,,94,,http://scholar.google.com/scholar?oi=bibs&cluster=6520392681460772852&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (2), 545-572"
218,The State‐of‐the‐Art of Set Visualization,"['B Alsallakh', 'P Rodgers', 'H Hauser', 'L Micallef', 'W Aigner', 'S Miksch']",,,,,63,,http://scholar.google.com/scholar?oi=bibs&cluster=16710161251196480589&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (1), 234-260"
