ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
255,Do latent tree learning models identify meaningful structure in  sentences?,"['Adina Williams', 'Andrew Drozdov', 'Samuel R. Bowman']",2017-09-04T19:05:39Z,2018-02-26T15:59:38Z,"Recent work on the problem of latent tree learning has made it possible totrain neural networks that learn to both parse a sentence and use the resultingparse to interpret the sentence, all without exposure to ground-truth parsetrees at training time. Surprisingly, these models often perform better atsentence understanding tasks than models that use parse trees from conventionalparsers. This paper aims to investigate what these latent tree learning modelslearn. We replicate two such models in a shared codebase and find that (i) onlyone of these models outperforms conventional tree-structured models on sentenceclassification, (ii) its parsing strategies are not especially consistentacross random restarts, (iii) the parses it produces tend to be shallower thanstandard Penn Treebank (PTB) parses, and (iv) they do not resemble those of PTBor any other semantic or syntactic formalism that the authors are aware of.",['cs.CL'],67,http://arxiv.org/abs/1709.01121v2,http://scholar.google.com/scholar?oi=bibs&cluster=12549377047222009803&btnI=1&nossl=1&hl=en&oe=ASCII,"Transactions of the Association for Computational Linguistics 6, 253-267"
256,How NOT To Evaluate Your Dialogue System: An Empirical Study of  Unsupervised Evaluation Metrics for Dialogue Response Generation,"['Ryan Lowe', 'Laurent Charlin', 'Michael Noseworthy', 'Iulian V. Serban', 'Joelle Pineau', 'Chia-Wei Liu']",2016-03-25T20:32:21Z,2017-01-03T18:28:32Z,"We investigate evaluation metrics for dialogue response generation systemswhere supervised labels, such as task completion, are not available. Recentworks in response generation have adopted metrics from machine translation tocompare a model's generated response to a single target response. We show thatthese metrics correlate very weakly with human judgements in the non-technicalTwitter domain, and not at all in the technical Ubuntu domain. We providequantitative and qualitative results highlighting specific weaknesses inexisting metrics, and provide recommendations for future development of betterautomatic evaluation metrics for dialogue systems.","['cs.CL', 'cs.AI', 'cs.LG', 'cs.NE']",606,http://arxiv.org/abs/1603.08023v2,http://scholar.google.com/scholar?oi=bibs&cluster=9769435644141907733&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2016 Conference on Empirical Methods in Natural Language …
257,Neural versus Phrase-Based Machine Translation Quality: a Case Study,"['Mauro Cettolo', 'Luisa Bentivogli', 'Marcello Federico', 'Arianna Bisazza']",2016-08-16T15:04:18Z,2016-10-09T09:20:08Z,"Within the field of Statistical Machine Translation (SMT), the neuralapproach (NMT) has recently emerged as the first technology able to challengethe long-standing dominance of phrase-based approaches (PBMT). In particular,at the IWSLT 2015 evaluation campaign, NMT outperformed well establishedstate-of-the-art PBMT systems on English-German, a language pair known to beparticularly hard because of morphology and syntactic differences. Tounderstand in what respects NMT provides better translation quality than PBMT,we perform a detailed analysis of neural versus phrase-based SMT outputs,leveraging high quality post-edits performed by professional translators on theIWSLT data. For the first time, our analysis provides useful insights on whatlinguistic phenomena are best modeled by neural models -- such as thereordering of verbs -- while pointing out other aspects that remain to beimproved.",['cs.CL'],234,http://arxiv.org/abs/1608.04631v2,http://scholar.google.com/scholar?oi=bibs&cluster=8474999711586923966&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2016 Conference on Empirical Methods in Natural Language …
258,AttSum: Joint Learning of Focusing and Summarization with Neural  Attention,"['Furu Wei', 'Ziqiang Cao', 'Wenjie Li', 'Sujian Li', 'Yanran Li']",2016-04-01T04:18:39Z,2016-09-27T02:22:33Z,"Query relevance ranking and sentence saliency ranking are the two main tasksin extractive query-focused summarization. Previous supervised summarizationsystems often perform the two tasks in isolation. However, since referencesummaries are the trade-off between relevance and saliency, using them assupervision, neither of the two rankers could be trained well. This paperproposes a novel summarization system called AttSum, which tackles the twotasks jointly. It automatically learns distributed representations forsentences as well as the document cluster. Meanwhile, it applies the attentionmechanism to simulate the attentive reading of human behavior when a query isgiven. Extensive experiments are conducted on DUC query-focused summarizationbenchmark datasets. Without using any hand-crafted features, AttSum achievescompetitive performance. It is also observed that the sentences recognized tofocus on the query indeed meet the query need.","['cs.IR', 'cs.CL']",77,http://arxiv.org/abs/1604.00125v2,http://scholar.google.com/scholar?oi=bibs&cluster=4866352286283723842&btnI=1&nossl=1&hl=en&oe=ASCII,"COLING, 547-556"
259,A Network-based End-to-End Trainable Task-oriented Dialogue System,"['David Vandyke', 'Tsung-Hsien Wen', 'Stefan Ultes', 'Lina M. Rojas-Barahona', 'Steve Young', 'Pei-Hao Su', 'Milica Gasic', 'Nikola Mrksic']",2016-04-15T16:40:49Z,2017-04-24T10:55:12Z,"Teaching machines to accomplish tasks by conversing naturally with humans ischallenging. Currently, developing task-oriented dialogue systems requirescreating multiple components and typically this involves either a large amountof handcrafting, or acquiring costly labelled datasets to solve a statisticallearning problem for each component. In this work we introduce a neuralnetwork-based text-in, text-out end-to-end trainable goal-oriented dialoguesystem along with a new way of collecting dialogue data based on a novelpipe-lined Wizard-of-Oz framework. This approach allows us to develop dialoguesystems easily and without making too many assumptions about the task at hand.The results show that the model can converse with human subjects naturallywhilst helping them to accomplish tasks in a restaurant search domain.","['cs.CL', 'cs.AI', 'cs.NE', 'stat.ML']",533,http://arxiv.org/abs/1604.04562v3,http://scholar.google.com/scholar?oi=bibs&cluster=5172833917634651324&btnI=1&nossl=1&hl=en&oe=ASCII,"EACL (1), 438-449"
260,SWAG: A Large-Scale Adversarial Dataset for Grounded Commonsense  Inference,"['Yonatan Bisk', 'Rowan Zellers', 'Roy Schwartz', 'Yejin Choi']",2018-08-16T02:21:01Z,2018-08-16T02:21:01Z,"Given a partial description like ""she opened the hood of the car,"" humans canreason about the situation and anticipate what might come next (""then, sheexamined the engine""). In this paper, we introduce the task of groundedcommonsense inference, unifying natural language inference and commonsensereasoning.  We present SWAG, a new dataset with 113k multiple choice questions about arich spectrum of grounded situations. To address the recurring challenges ofthe annotation artifacts and human biases found in many existing datasets, wepropose Adversarial Filtering (AF), a novel procedure that constructs ade-biased dataset by iteratively training an ensemble of stylistic classifiers,and using them to filter the data. To account for the aggressive adversarialfiltering, we use state-of-the-art language models to massively oversample adiverse set of potential counterfactuals. Empirical results demonstrate thatwhile humans can solve the resulting inference problems with high accuracy(88%), various competitive models struggle on our task. We providecomprehensive analysis that indicates significant opportunities for futureresearch.",['cs.CL'],166,http://arxiv.org/abs/1808.05326v1,http://scholar.google.com/scholar?oi=bibs&cluster=5467106153402339872&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2018 Conference on Empirical Methods in Natural Language …
261,XNLI: Evaluating Cross-lingual Sentence Representations,"['Guillaume Lample', 'Ruty Rinott', 'Adina Williams', 'Samuel R. Bowman', 'Holger Schwenk', 'Veselin Stoyanov', 'Alexis Conneau']",2018-09-13T16:39:53Z,2018-09-13T16:39:53Z,"State-of-the-art natural language processing systems rely on supervision inthe form of annotated data to learn competent models. These models aregenerally trained on data in a single language (usually English), and cannot bedirectly used beyond that language. Since collecting data in every language isnot realistic, there has been a growing interest in cross-lingual languageunderstanding (XLU) and low-resource cross-language transfer. In this work, weconstruct an evaluation set for XLU by extending the development and test setsof the Multi-Genre Natural Language Inference Corpus (MultiNLI) to 15languages, including low-resource languages such as Swahili and Urdu. We hopethat our dataset, dubbed XNLI, will catalyze research in cross-lingual sentenceunderstanding by providing an informative standard evaluation task. Inaddition, we provide several baselines for multilingual sentence understanding,including two based on machine translation systems, and two that use paralleldata to train aligned multilingual bag-of-words and LSTM encoders. We find thatXNLI represents a practical and challenging evaluation suite, and that directlytranslating the test data yields the best performance among availablebaselines.","['cs.CL', 'cs.AI', 'cs.LG']",159,http://arxiv.org/abs/1809.05053v1,http://scholar.google.com/scholar?oi=bibs&cluster=15041461338388299895&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2018 Conference on Empirical Methods in Natural Language …
262,Newsroom: A Dataset of 1.3 Million Summaries with Diverse Extractive  Strategies,"['Mor Naaman', 'Max Grusky', 'Yoav Artzi']",2018-04-30T15:53:05Z,2020-05-17T19:10:09Z,"We present NEWSROOM, a summarization dataset of 1.3 million articles andsummaries written by authors and editors in newsrooms of 38 major newspublications. Extracted from search and social media metadata between 1998 and2017, these high-quality summaries demonstrate high diversity of summarizationstyles. In particular, the summaries combine abstractive and extractivestrategies, borrowing words and phrases from articles at varying rates. Weanalyze the extraction strategies used in NEWSROOM summaries against otherdatasets to quantify the diversity and difficulty of our new data, and trainexisting methods on the data to evaluate its utility and challenges.",['cs.CL'],91,http://arxiv.org/abs/1804.11283v2,http://scholar.google.com/scholar?oi=bibs&cluster=8707860707234422251&btnI=1&nossl=1&hl=en&oe=ASCII,"NAACL-HLT, 708-719"
263,"SQuAD: 100,000+ Questions for Machine Comprehension of Text","['Konstantin Lopyrev', 'Pranav Rajpurkar', 'Jian Zhang', 'Percy Liang']",2016-06-16T16:36:00Z,2016-10-11T02:42:36Z,"We present the Stanford Question Answering Dataset (SQuAD), a new readingcomprehension dataset consisting of 100,000+ questions posed by crowdworkers ona set of Wikipedia articles, where the answer to each question is a segment oftext from the corresponding reading passage. We analyze the dataset tounderstand the types of reasoning required to answer the questions, leaningheavily on dependency and constituency trees. We build a strong logisticregression model, which achieves an F1 score of 51.0%, a significantimprovement over a simple baseline (20%). However, human performance (86.8%) ismuch higher, indicating that the dataset presents a good challenge problem forfuture research.  The dataset is freely available at https://stanford-qa.com",['cs.CL'],1874,http://arxiv.org/abs/1606.05250v3,http://scholar.google.com/scholar?oi=bibs&cluster=11037830585227643418&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2016 Conference on Empirical Methods in Natural Language …
264,A Copy-Augmented Sequence-to-Sequence Architecture Gives Good  Performance on Task-Oriented Dialogue,"['Christopher D. Manning', 'Mihail Eric']",2017-01-15T10:38:17Z,2017-08-14T22:18:38Z,"Task-oriented dialogue focuses on conversational agents that participate inuser-initiated dialogues on domain-specific topics. In contrast to chatbots,which simply seek to sustain open-ended meaningful discourse, existingtask-oriented agents usually explicitly model user intent and belief states.This paper examines bypassing such an explicit representation by depending on alatent neural embedding of state and learning selective attention to dialoguehistory together with copying to incorporate relevant prior context. Wecomplement recent work by showing the effectiveness of simplesequence-to-sequence neural architectures with a copy mechanism. Our modeloutperforms more complex memory-augmented models by 7% in per-responsegeneration and is on par with the current state-of-the-art on DSTC2.","['cs.CL', 'cs.AI']",89,http://arxiv.org/abs/1701.04024v3,http://scholar.google.com/scholar?oi=bibs&cluster=10888975453259817923&btnI=1&nossl=1&hl=en&oe=ASCII,"EACL (2), 468-473"
265,ABCNN: Attention-Based Convolutional Neural Network for Modeling  Sentence Pairs,"['Bowen Zhou', 'Hinrich Schütze', 'Bing Xiang', 'Wenpeng Yin']",2015-12-16T14:55:17Z,2018-06-25T13:31:07Z,"How to model a pair of sentences is a critical issue in many NLP tasks suchas answer selection (AS), paraphrase identification (PI) and textual entailment(TE). Most prior work (i) deals with one individual task by fine-tuning aspecific system; (ii) models each sentence's representation separately, rarelyconsidering the impact of the other sentence; or (iii) relies fully on manuallydesigned, task-specific linguistic features. This work presents a generalAttention Based Convolutional Neural Network (ABCNN) for modeling a pair ofsentences. We make three contributions. (i) ABCNN can be applied to a widevariety of tasks that require modeling of sentence pairs. (ii) We propose threeattention schemes that integrate mutual influence between sentences into CNN;thus, the representation of each sentence takes into consideration itscounterpart. These interdependent sentence pair representations are morepowerful than isolated sentence representations. (iii) ABCNN achievesstate-of-the-art performance on AS, PI and TE tasks.",['cs.CL'],564,http://arxiv.org/abs/1512.05193v4,http://scholar.google.com/scholar?oi=bibs&cluster=577630522001776015&btnI=1&nossl=1&hl=en&oe=ASCII,"Transactions of the Association for Computational Linguistics 4, 259-272"
266,Universal Language Model Fine-tuning for Text Classification,"['Jeremy Howard', 'Sebastian Ruder']",2018-01-18T17:54:52Z,2018-05-23T09:23:47Z,"Inductive transfer learning has greatly impacted computer vision, butexisting approaches in NLP still require task-specific modifications andtraining from scratch. We propose Universal Language Model Fine-tuning(ULMFiT), an effective transfer learning method that can be applied to any taskin NLP, and introduce techniques that are key for fine-tuning a language model.Our method significantly outperforms the state-of-the-art on six textclassification tasks, reducing the error by 18-24% on the majority of datasets.Furthermore, with only 100 labeled examples, it matches the performance oftraining from scratch on 100x more data. We open-source our pretrained modelsand code.","['cs.CL', 'cs.LG', 'stat.ML']",998,http://arxiv.org/abs/1801.06146v5,http://scholar.google.com/scholar?oi=bibs&cluster=2986760879834934707&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 56th Annual Meeting of the Association for Computational …
267,Do Multi-Sense Embeddings Improve Natural Language Understanding?,"['Jiwei Li', 'Dan Jurafsky']",2015-06-02T21:30:21Z,2015-11-24T18:29:40Z,"Learning a distinct representation for each sense of an ambiguous word couldlead to more powerful and fine-grained models of vector-space representations.Yet while `multi-sense' methods have been proposed and tested on artificialword-similarity tasks, we don't know if they improve real natural languageunderstanding tasks. In this paper we introduce a multi-sense embedding modelbased on Chinese Restaurant Processes that achieves state of the artperformance on matching human word similarity judgments, and propose apipelined architecture for incorporating multi-sense embeddings into languageunderstanding.  We then test the performance of our model on part-of-speech tagging, namedentity recognition, sentiment analysis, semantic relation identification andsemantic relatedness, controlling for embedding dimensionality. We find thatmulti-sense embeddings do improve performance on some tasks (part-of-speechtagging, semantic relation identification, semantic relatedness) but not onothers (named entity recognition, various forms of sentiment analysis). Wediscuss how these differences may be caused by the different role of word senseinformation in each of the tasks. The results highlight the importance oftesting embedding models in real applications.",['cs.CL'],194,http://arxiv.org/abs/1506.01070v3,http://scholar.google.com/scholar?oi=bibs&cluster=14140267304199748634&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2015 Conference on Empirical Methods in Natural Language …
268,Visualizing and Understanding Neural Models in NLP,"['Eduard Hovy', 'Jiwei Li', 'Xinlei Chen', 'Dan Jurafsky']",2015-06-02T21:17:31Z,2016-01-08T18:10:22Z,"While neural networks have been successfully applied to many NLP tasks theresulting vector-based models are very difficult to interpret. For example it'snot clear how they achieve {\em compositionality}, building sentence meaningfrom the meanings of words and phrases. In this paper we describe fourstrategies for visualizing compositionality in neural models for NLP, inspiredby similar work in computer vision. We first plot unit values to visualizecompositionality of negation, intensification, and concessive clauses, allow usto see well-known markedness asymmetries in negation. We then introduce threesimple and straightforward methods for visualizing a unit's {\em salience}, theamount it contributes to the final composed meaning: (1) gradientback-propagation, (2) the variance of a token from the average word node, (3)LSTM-style gates that measure information flow. We test our methods onsentiment using simple recurrent nets and LSTMs. Our general-purpose methodsmay have wide applications for understanding compositionality and othersemantic properties of deep networks , and also shed light on why LSTMsoutperform simple recurrent nets,",['cs.CL'],356,http://arxiv.org/abs/1506.01066v2,http://scholar.google.com/scholar?oi=bibs&cluster=310028312991444814&btnI=1&nossl=1&hl=en&oe=ASCII,"HLT-NAACL, 681-691"
269,Human Attention in Visual Question Answering: Do Humans and Deep  Networks Look at the Same Regions?,"['Harsh Agrawal', 'Dhruv Batra', 'C. Lawrence Zitnick', 'Devi Parikh', 'Abhishek Das']",2016-06-17T17:00:02Z,2016-06-17T17:00:02Z,"We conduct large-scale studies on `human attention' in Visual QuestionAnswering (VQA) to understand where humans choose to look to answer questionsabout images. We design and test multiple game-inspired novelattention-annotation interfaces that require the subject to sharpen regions ofa blurred image to answer a question. Thus, we introduce the VQA-HAT (HumanATtention) dataset. We evaluate attention maps generated by state-of-the-artVQA models against human attention both qualitatively (via visualizations) andquantitatively (via rank-order correlation). Overall, our experiments show thatcurrent attention models in VQA do not seem to be looking at the same regionsas humans.","['stat.ML', 'cs.CV']",222,http://arxiv.org/abs/1606.05589v1,http://scholar.google.com/scholar?oi=bibs&cluster=14473824043461236815&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2016 Conference on Empirical Methods in Natural Language …
270,Reading Wikipedia to Answer Open-Domain Questions,"['Danqi Chen', 'Jason Weston', 'Antoine Bordes', 'Adam Fisch']",2017-03-31T20:39:10Z,2017-04-28T03:53:14Z,This paper proposes to tackle open- domain question answering using Wikipediaas the unique knowledge source: the answer to any factoid question is a textspan in a Wikipedia article. This task of machine reading at scale combines thechallenges of document retrieval (finding the relevant articles) with that ofmachine comprehension of text (identifying the answer spans from thosearticles). Our approach combines a search component based on bigram hashing andTF-IDF matching with a multi-layer recurrent neural network model trained todetect answers in Wikipedia paragraphs. Our experiments on multiple existing QAdatasets indicate that (1) both modules are highly competitive with respect toexisting counterparts and (2) multitask learning using distant supervision ontheir combination is an effective complete system on this challenging task.,['cs.CL'],626,http://arxiv.org/abs/1704.00051v2,http://scholar.google.com/scholar?oi=bibs&cluster=11430863989102948348&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 55th Annual Meeting of the Association for Computational …
271,Style Transfer Through Back-Translation,"['Alan W Black', 'Ruslan Salakhutdinov', 'Shrimai Prabhumoye', 'Yulia Tsvetkov']",2018-04-24T12:58:45Z,2018-05-24T17:12:43Z,"Style transfer is the task of rephrasing the text to contain specificstylistic properties without changing the intent or affect within the context.This paper introduces a new method for automatic style transfer. We first learna latent representation of the input sentence which is grounded in a languagetranslation model in order to better preserve the meaning of the sentence whilereducing stylistic properties. Then adversarial generation techniques are usedto make the output match the desired style. We evaluate this technique on threedifferent style transformations: sentiment, gender and political slant.Compared to two state-of-the-art style transfer modeling techniques we showimprovements both in automatic evaluation of style transfer and in manualevaluation of meaning preservation and fluency.",['cs.CL'],154,http://arxiv.org/abs/1804.09000v3,http://scholar.google.com/scholar?oi=bibs&cluster=9688974258985905206&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 56th Annual Meeting of the Association for Computational …
272,Graph Convolution over Pruned Dependency Trees Improves Relation  Extraction,"['Christopher D. Manning', 'Peng Qi', 'Yuhao Zhang']",2018-09-26T18:49:07Z,2018-09-26T18:49:07Z,"Dependency trees help relation extraction models capture long-range relationsbetween words. However, existing dependency-based models either neglect crucialinformation (e.g., negation) by pruning the dependency trees too aggressively,or are computationally inefficient because it is difficult to parallelize overdifferent tree structures. We propose an extension of graph convolutionalnetworks that is tailored for relation extraction, which pools information overarbitrary dependency structures efficiently in parallel. To incorporaterelevant information while maximally removing irrelevant content, we furtherapply a novel pruning strategy to the input trees by keeping words immediatelyaround the shortest path between the two entities among which a relation mighthold. The resulting model achieves state-of-the-art performance on thelarge-scale TACRED dataset, outperforming existing sequence anddependency-based neural models. We also show through detailed analysis thatthis model has complementary strengths to sequence models, and combining themfurther improves the state of the art.",['cs.CL'],152,http://arxiv.org/abs/1809.10185v1,http://scholar.google.com/scholar?oi=bibs&cluster=14475807300726215311&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 2018 Conference on Empirical Methods in Natural Language …
273,Constructing Datasets for Multi-hop Reading Comprehension Across  Documents,"['Sebastian Riedel', 'Johannes Welbl', 'Pontus Stenetorp']",2017-10-17T19:35:07Z,2018-06-11T17:08:20Z,"Most Reading Comprehension methods limit themselves to queries which can beanswered using a single sentence, paragraph, or document. Enabling models tocombine disjoint pieces of textual evidence would extend the scope of machinecomprehension methods, but currently there exist no resources to train and testthis capability. We propose a novel task to encourage the development of modelsfor text understanding across multiple documents and to investigate the limitsof existing methods. In our task, a model learns to seek and combine evidence -effectively performing multi-hop (alias multi-step) inference. We devise amethodology to produce datasets for this task, given a collection ofquery-answer pairs and thematically linked documents. Two datasets fromdifferent domains are induced, and we identify potential pitfalls and devisecircumvention strategies. We evaluate two previously proposed competitivemodels and find that one can integrate information across documents. However,both models struggle to select relevant information, as providing documentsguaranteed to be relevant greatly improves their performance. While the modelsoutperform several strong baselines, their best accuracy reaches 42.9% comparedto human performance at 74.0% - leaving ample room for improvement.","['cs.CL', 'cs.AI']",157,http://arxiv.org/abs/1710.06481v2,http://scholar.google.com/scholar?oi=bibs&cluster=12333326429053188403&btnI=1&nossl=1&hl=en&oe=ASCII,"Transactions of the Association for Computational Linguistics 6, 287-302"
274,Globally Normalized Transition-Based Neural Networks,"['Daniel Andor', 'Kuzman Ganchev', 'Michael Collins', 'Aliaksei Severyn', 'David Weiss', 'Slav Petrov', 'Chris Alberti', 'Alessandro Presta']",2016-03-19T03:56:03Z,2016-06-08T13:43:30Z,"We introduce a globally normalized transition-based neural network model thatachieves state-of-the-art part-of-speech tagging, dependency parsing andsentence compression results. Our model is a simple feed-forward neural networkthat operates on a task-specific transition system, yet achieves comparable orbetter accuracies than recurrent models. We discuss the importance of global asopposed to local normalization: a key insight is that the label bias problemimplies that globally normalized models can be strictly more expressive thanlocally normalized models.","['cs.CL', 'cs.LG', 'cs.NE']",495,http://arxiv.org/abs/1603.06042v2,http://scholar.google.com/scholar?oi=bibs&cluster=10973467127305341223&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 54th Annual Meeting of the Association for Computational …
275,Structured Training for Neural Network Transition-Based Parsing,"['Slav Petrov', 'Michael Collins', 'David Weiss', 'Chris Alberti']",2015-06-19T21:05:01Z,2015-06-19T21:05:01Z,"We present structured perceptron training for neural network transition-baseddependency parsing. We learn the neural network representation using a goldcorpus augmented by a large number of automatically parsed sentences. Giventhis fixed network representation, we learn a final layer using the structuredperceptron with beam-search decoding. On the Penn Treebank, our parser reaches94.26% unlabeled and 92.41% labeled attachment accuracy, which to our knowledgeis the best accuracy on Stanford Dependencies to date. We also provide in-depthablative analysis to determine which aspects of our model provide the largestgains in accuracy.",['cs.CL'],219,http://arxiv.org/abs/1506.06158v1,http://scholar.google.com/scholar?oi=bibs&cluster=7890929338984410638&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 53rd Annual Meeting of the Association for Computational …
276,When and Why are Pre-trained Word Embeddings Useful for Neural Machine  Translation?,"['Graham Neubig', 'Ye Qi', 'Matthieu Felix', 'Sarguna Janani Padmanabhan', 'Devendra Singh Sachan']",2018-04-17T15:34:07Z,2018-04-18T07:03:57Z,"The performance of Neural Machine Translation (NMT) systems often suffers inlow-resource scenarios where sufficiently large-scale parallel corpora cannotbe obtained. Pre-trained word embeddings have proven to be invaluable forimproving performance in natural language analysis tasks, which often sufferfrom paucity of data. However, their utility for NMT has not been extensivelyexplored. In this work, we perform five sets of experiments that analyze whenwe can expect pre-trained word embeddings to help in NMT tasks. We show thatsuch embeddings can be surprisingly effective in some cases -- providing gainsof up to 20 BLEU points in the most favorable setting.",['cs.CL'],93,http://arxiv.org/abs/1804.06323v2,http://scholar.google.com/scholar?oi=bibs&cluster=6166308028416584239&btnI=1&nossl=1&hl=en&oe=ASCII,"NAACL-HLT (2), 529-535"
277,Colorless green recurrent networks dream hierarchically,"['Edouard Grave', 'Piotr Bojanowski', 'Kristina Gulordava', 'Tal Linzen', 'Marco Baroni']",2018-03-29T16:27:36Z,2018-03-29T16:27:36Z,"Recurrent neural networks (RNNs) have achieved impressive results in avariety of linguistic processing tasks, suggesting that they can inducenon-trivial properties of language. We investigate here to what extent RNNslearn to track abstract hierarchical syntactic structure. We test whether RNNstrained with a generic language modeling objective in four languages (Italian,English, Hebrew, Russian) can predict long-distance number agreement in variousconstructions. We include in our evaluation nonsensical sentences where RNNscannot rely on semantic or lexical cues (""The colorless green ideas I ate withthe chair sleep furiously""), and, for Italian, we compare model performance tohuman intuitions. Our language-model-trained RNNs make reliable predictionsabout long-distance agreement, and do not lag much behind human performance. Wethus bring support to the hypothesis that RNNs are not just shallow-patternextractors, but they also acquire deeper grammatical competence.",['cs.CL'],190,http://arxiv.org/abs/1803.11138v1,http://scholar.google.com/scholar?oi=bibs&cluster=1004519771441063838&btnI=1&nossl=1&hl=en&oe=ASCII,"NAACL-HLT, 1195-1205"
278,Cross-Sentence N-ary Relation Extraction with Graph LSTMs,"['Wen-tau Yih', 'Nanyun Peng', 'Chris Quirk', 'Kristina Toutanova', 'Hoifung Poon']",2017-08-12T04:33:52Z,2017-08-12T04:33:52Z,"Past work in relation extraction has focused on binary relations in singlesentences. Recent NLP inroads in high-value domains have sparked interest inthe more general setting of extracting n-ary relations that span multiplesentences. In this paper, we explore a general relation extraction frameworkbased on graph long short-term memory networks (graph LSTMs) that can be easilyextended to cross-sentence n-ary relation extraction. The graph formulationprovides a unified way of exploring different LSTM approaches and incorporatingvarious intra-sentential and inter-sentential dependencies, such as sequential,syntactic, and discourse relations. A robust contextual representation islearned for the entities, which serves as input to the relation classifier.This simplifies handling of relations with arbitrary arity, and enablesmulti-task learning with related relations. We evaluate this framework in twoimportant precision medicine settings, demonstrating its effectiveness withboth conventional supervised learning and distant supervision. Cross-sentenceextraction produced larger knowledge bases. and multi-task learningsignificantly improved extraction accuracy. A thorough analysis of various LSTMapproaches yielded useful insight the impact of linguistic analysis onextraction accuracy.",['cs.CL'],180,http://arxiv.org/abs/1708.03743v1,http://scholar.google.com/scholar?oi=bibs&cluster=7996820128579384769&btnI=1&nossl=1&hl=en&oe=ASCII,"Transactions of the Association for Computational Linguistics 5, 101-115"
279,What Do Recurrent Neural Network Grammars Learn About Syntax?,"['Lingpeng Kong', 'Graham Neubig', 'Noah A. Smith', 'Chris Dyer', 'Miguel Ballesteros', 'Adhiguna Kuncoro']",2016-11-17T16:41:41Z,2017-01-10T19:15:08Z,"Recurrent neural network grammars (RNNG) are a recently proposedprobabilistic generative modeling family for natural language. They showstate-of-the-art language modeling and parsing performance. We investigate whatinformation they learn, from a linguistic perspective, through variousablations to the model and the data, and by augmenting the model with anattention mechanism (GA-RNNG) to enable closer inspection. We find thatexplicit modeling of composition is crucial for achieving the best performance.Through the attention mechanism, we find that headedness plays a central rolein phrasal representation (with the model's latent attention largely agreeingwith predictions made by hand-crafted head rules, albeit with some importantdifferences). By training grammars without nonterminal labels, we find thatphrasal representations depend minimally on nonterminals, providing support forthe endocentricity hypothesis.",['cs.CL'],91,http://arxiv.org/abs/1611.05774v2,http://scholar.google.com/scholar?oi=bibs&cluster=10539779986608577431&btnI=1&nossl=1&hl=en&oe=ASCII,"EACL (1), 1249-1258"
280,Pointing the Unknown Words,"['Ramesh Nallapati', 'Sungjin Ahn', 'Bowen Zhou', 'Caglar Gulcehre', 'Yoshua Bengio']",2016-03-26T22:31:57Z,2016-08-21T20:03:39Z,"The problem of rare and unknown words is an important issue that canpotentially influence the performance of many NLP systems, including both thetraditional count-based and the deep learning models. We propose a novel way todeal with the rare and unseen words for the neural network models usingattention. Our model uses two softmax layers in order to predict the next wordin conditional language models: one predicts the location of a word in thesource sentence, and the other predicts a word in the shortlist vocabulary. Ateach time-step, the decision of which softmax layer to use choose adaptivelymade by an MLP which is conditioned on the context.~We motivate our work from apsychological evidence that humans naturally have a tendency to point towardsobjects in the context or the environment when the name of an object is notknown.~We observe improvements on two tasks, neural machine translation on theEuroparl English to French parallel corpora and text summarization on theGigaword dataset using our proposed model.","['cs.CL', 'cs.LG', 'cs.NE']",359,http://arxiv.org/abs/1603.08148v3,http://scholar.google.com/scholar?oi=bibs&cluster=8939912433163056499&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 54th Annual Meeting of the Association for Computational …
